event_id,timestamp,from_bank,from_account_token,to_bank,to_account_token,amount_received,receiving_currency,amount_paid,payment_currency,payment_format,source_type,verified
ibm_faa48c717a111c0ee4c5289b,2026/09/05 00:00,JPMorgan Chase,acct_45e22113ca6efd6564ef,JPMorgan Chase,acct_27602aa5300eca91ea37,64545.79,US Dollar,64545.79,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_6782b575edf16315a80e03bb,2026/09/05 02:00,Wells Fargo,acct_4c6dbbc4d6e8463971ef,Bank of America,acct_fa8d64b2c2fb80a8a760,62082.43,US Dollar,62082.43,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_a0eaa28be821317a4c18041e,2026/09/05 14:00,Citibank,acct_ac005b7b40f0540ae36d,JPMorgan Chase,acct_c1914e8d6e8db8e13a04,11645.32,US Dollar,11645.32,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_809b1b6a08b55943718b342a,2026/09/05 20:00,Wells Fargo,acct_3cc180d4c3fb4b4d42d9,JPMorgan Chase,acct_db60307532c342e78a66,50779.84,US Dollar,50779.84,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c535c52fa38d54fb7728065c,2026/09/05 22:00,JPMorgan Chase,acct_9da259cc154b43940194,Bank of America,acct_8c552fa482c3c1a3e6fc,20363.86,US Dollar,20363.86,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_6f83d6728d2b3baf515619a4,2026/09/06 02:00,Citibank,acct_537f3eebfdb9d758b896,Citibank,acct_ca393bcf1b98d2ed85c6,28047.39,US Dollar,28047.39,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_377be94a88c248bf3487cdda,2026/09/06 04:00,Bank of America,acct_2aec186e22994c44e556,Wells Fargo,acct_101d962f055c6ffef9aa,60773.09,US Dollar,60773.09,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_33214ea87ad5b3791858939d,2026/09/06 06:00,PNC Bank,acct_c20d8e6d7d97fe56c095,Bank of America,acct_1fa196e99e1be0b6d263,70791.91,US Dollar,70791.91,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f7fef1a7df375a9745628e24,2026/09/06 10:00,PNC Bank,acct_da4ee7ada86c26489b0f,Bank of America,acct_a44e2804525199b9dbd6,36543.46,US Dollar,36543.46,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_047fffde68bbabbe5c8516f0,2026/09/06 12:00,PNC Bank,acct_5794fad6baa5be760cb0,Bank of America,acct_03125271e13bd51cc9be,43588.57,US Dollar,43588.57,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_47c0cc0009cf131f26c2fd88,2026/09/06 18:00,Bank of America,acct_ac0b7eab0b1bb542084a,Bank of America,acct_8ee04faa63321e71816f,31288.76,US Dollar,31288.76,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_13139d07c4ef5db8055a2907,2026/09/06 22:00,Citibank,acct_028e96aa72570479df4f,Citibank,acct_17a7ea49dbf6f47732c6,58333.59,US Dollar,58333.59,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_3ac26102909b00b85e33f63b,2026/09/07 00:00,Bank of America,acct_135b7cb446cc9ad48324,Citibank,acct_d433bb24c6bfe200e68e,24934.95,US Dollar,24934.95,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_3da2d514ff162caa4be29fb1,2026/09/07 04:00,Bank of America,acct_bd1f1f639049567525b6,JPMorgan Chase,acct_24f3f901773ae2c14096,34456.30,US Dollar,34456.30,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_4cb14da7d01afe516539634e,2026/09/07 10:00,Bank of America,acct_05f0db4b4412b020c2e5,Wells Fargo,acct_47cd0c8db5173bf1ce99,59017.61,US Dollar,59017.61,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c4d19bb52652b8bd2eadf73a,2026/09/07 12:00,Bank of America,acct_bfbc5e1b04be903e114d,JPMorgan Chase,acct_4be10dfd9eb2475e4473,19855.63,US Dollar,19855.63,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_88ac8d358b777e18a45b5fe5,2026/09/07 18:00,Wells Fargo,acct_249cd413744c5585ea21,Wells Fargo,acct_3f7bf46eab06dea9492a,29687.61,US Dollar,29687.61,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_1dba3b8d2be1fa6d7660aeca,2026/09/08 00:00,Wells Fargo,acct_22e55d61c323dafcb9b3,JPMorgan Chase,acct_58efceb4fe4302f19609,48739.79,US Dollar,48739.79,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_66c0a54c52a8402421a08a89,2026/09/08 04:00,JPMorgan Chase,acct_4f42093cad574d9db9b5,PNC Bank,acct_0a57187fd9cc2a40b6e2,43243.25,US Dollar,43243.25,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_bd55dee2dbf5c5aea0052e5e,2026/09/08 08:00,Bank of America,acct_cc0666ddf555aa9ae12a,Wells Fargo,acct_6790313d5eb0d44556da,63576.39,US Dollar,63576.39,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_b437708a4d6a90922a366674,2026/09/08 10:00,PNC Bank,acct_717844c0eebe67cf1714,Bank of America,acct_25e3ad7d2f8e2e2e08c2,49216.33,US Dollar,49216.33,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_beb723309180b5ea98caea40,2026/09/08 12:00,Wells Fargo,acct_85e1fd7e6f48f6384530,Bank of America,acct_c00da0fe883b2f4589bb,57510.68,US Dollar,57510.68,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_4048db09d883b50919a9dd81,2026/09/08 14:00,PNC Bank,acct_e203df2775d9c24b8b26,JPMorgan Chase,acct_dabf86190748f5ab587b,60847.74,US Dollar,60847.74,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_57a8e864b4a76512ad76849f,2026/09/08 20:00,JPMorgan Chase,acct_c81b8a6abff6293337a8,JPMorgan Chase,acct_9b72cf46fbd3d6918ba2,53089.33,US Dollar,53089.33,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c6a48b2ec04eb5b21fa4c8ab,2026/09/08 22:00,PNC Bank,acct_e73297628b8bcd7bf1fe,Wells Fargo,acct_8f42866d54877eb77780,10719.12,US Dollar,10719.12,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_d25e5fadb00150933b3726f6,2026/09/09 02:00,PNC Bank,acct_2a749bbd53738f0488c1,Wells Fargo,acct_1257009285f1ccb8313c,65978.87,US Dollar,65978.87,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_293ca79cbf2e44b200725e07,2026/09/09 04:00,JPMorgan Chase,acct_8cd9b226d3958822d180,Citibank,acct_6a39beba4570ce80a21c,41440.50,US Dollar,41440.50,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_769f6d3186f2945efd3a5856,2026/09/09 08:00,Citibank,acct_a109fc5a4067dac9f163,JPMorgan Chase,acct_da9335f97d976a38d7dc,62258.03,US Dollar,62258.03,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_79d0e30b07b0e0d84098f2a4,2026/09/09 14:00,Bank of America,acct_8a864df7e93f1c979706,JPMorgan Chase,acct_2a59750bc182781184de,31980.21,US Dollar,31980.21,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_4662cd82c28b59614b3c2684,2026/09/09 18:00,Wells Fargo,acct_f355aacfad0c89ca4b36,Citibank,acct_e82ca9a88489b6048dc0,27723.34,US Dollar,27723.34,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_8f1e8d980978ed35774afe87,2026/09/09 22:00,PNC Bank,acct_c3dfdb7b9e129c85fdfb,JPMorgan Chase,acct_9e3b9c4bde4788832a6f,2515.93,US Dollar,2515.93,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f92204227473ab8e7ce8999c,2026/09/10 06:00,Bank of America,acct_d55ed18aa061aaca86cb,JPMorgan Chase,acct_11bf97a261106b2b7d1c,3342.71,US Dollar,3342.71,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_5c425a4a152d7a7343aa72bd,2026/09/10 08:00,Wells Fargo,acct_6e3afa5df371dcbbc321,Citibank,acct_053fbda49b9674df6785,6726.28,US Dollar,6726.28,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_dc9ea55c34816ba3a24162bc,2026/09/10 10:00,Citibank,acct_19a167daebb98ac654f8,Bank of America,acct_14fb781bb49d2f591c93,73491.05,US Dollar,73491.05,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_7f09d209605e72f4ec0b58e4,2026/09/10 12:00,Wells Fargo,acct_7d98af0b55cdeab1edbe,PNC Bank,acct_6dd6763ce616cd41f284,37194.33,US Dollar,37194.33,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_4758aca749a8e27c2c71eadb,2026/09/10 14:00,Wells Fargo,acct_68564f1adbcabb73f453,JPMorgan Chase,acct_c6cfb5389aad94d209bf,34001.74,US Dollar,34001.74,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_cf8abe043ee598fe364761b3,2026/09/10 20:00,Citibank,acct_d3623ee941687e90dfa7,Citibank,acct_00f505183a7b2becf08f,9053.72,US Dollar,9053.72,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_84ca136eeac89b1b344204eb,2026/09/10 22:00,Wells Fargo,acct_699100bc03cfb6bf5a23,Citibank,acct_df30c792bea39322160b,21767.88,US Dollar,21767.88,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_61c9e73983713dbb816bf387,2026/09/11 02:00,JPMorgan Chase,acct_3f9d0c5bcae82777160c,JPMorgan Chase,acct_094822e5435bb677fe3d,64454.40,US Dollar,64454.40,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_2ae64e6d6b7d7cbe354394ca,2026/09/11 08:00,Bank of America,acct_6a3a5779f02605353f2b,Wells Fargo,acct_90246b02e35ff6116d0a,10248.66,US Dollar,10248.66,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_9a795164c7e353379f218526,2026/09/11 12:00,JPMorgan Chase,acct_36668ad53af7eaf39b11,PNC Bank,acct_f8251f4093ced5dffc01,19017.48,US Dollar,19017.48,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_bb4c121962d65387b575741d,2026/09/11 14:00,Wells Fargo,acct_1cb2645298a673f896f0,JPMorgan Chase,acct_042e7ee0d89315d3cf92,41310.93,US Dollar,41310.93,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_567e852bf99ca3704f158d6a,2026/09/11 16:00,JPMorgan Chase,acct_291bcf096bed1c243f66,Wells Fargo,acct_e73e233e4f2268db8a2b,73788.63,US Dollar,73788.63,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_821fe0f8b6aeac8da0096d60,2026/09/11 18:00,JPMorgan Chase,acct_4990f4dfcad1443a904a,Citibank,acct_1199f403c5bd339e02e3,20876.41,US Dollar,20876.41,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_33e0b732380ef9fe777a4f47,2026/09/11 22:00,PNC Bank,acct_37710a93ca4d5ce7bec4,Wells Fargo,acct_9320a6f214cb0c18db77,72580.19,US Dollar,72580.19,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_05b1327f43d4a2a45a2b54f3,2026/09/12 00:00,Bank of America,acct_0c0656a97e8d767848d7,Wells Fargo,acct_32292f418423562579b2,3567.27,US Dollar,3567.27,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
